year,Base case diesel consumed,Modeled diesel efficiency
2019,102067.82043,92788.9276639
2020,103320.69875,93927.9079544
2021,104490.051848,94990.9562255
2022,105659.404946,96054.0044966
2023,107079.333708,97344.8488258
2024,108332.212028,98483.8291163
2025,109585.090347,99622.8094068
2026,110837.968667,100761.789697
2027,112007.321765,101824.837968
2028,113176.674863,102887.886239
2029,114596.603626,104178.730569
2030,116016.532388,105469.574898
2031,117185.885486,106532.623169
2032,118188.188141,107443.807401
2033,119023.440354,108203.127595
2034,119942.217789,109038.379808
2035,120860.995223,109873.632021
2036,121863.297879,110784.816253
2037,122949.125756,111771.932505
2038,123867.90319,112607.184718
