year,Base case diesel consumed,Modeled residential energy efficiency
2017,28130.5753708,22034.4197003
2018,27233.4774164,21137.3217459
2019,27233.4774164,21137.3217459
2020,27233.4774164,21137.3217459
2021,27233.4774164,21137.3217459
2022,27233.4774164,21137.3217459
2023,27233.4774164,21137.3217459
2024,27233.4774164,21137.3217459
2025,26336.379462,20240.2237915
2026,26336.379462,20240.2237915
2027,26336.379462,20240.2237915
2028,26336.379462,20240.2237915
2029,25439.2815076,19343.1258371
2030,25439.2815076,19343.1258371
2031,25439.2815076,19343.1258371
2032,25439.2815076,19343.1258371
2033,24542.1835532,18446.0278828
2034,24542.1835532,18446.0278828
2035,24542.1835532,18446.0278828
2036,24542.1835532,18446.0278828
