year,Base case cost,Modeled residential energy efficiency
2017,225526.66879,234275.810196
2018,235548.158032,241421.118271
2019,258342.728257,260466.300056
2020,269101.765403,269101.770824
2021,276623.973577,274949.2914
2022,282231.437852,279153.78213
2023,286243.282212,281991.32651
2024,289525.700324,284211.932466
2025,285074.150539,278640.015619
2026,289720.925843,282052.66139
2027,293571.111095,284792.37056
2028,296845.98131,287049.611061
2029,292459.228808,281506.102626
2030,295034.480729,283175.315171
2031,299584.092456,286551.126936
2032,304348.308509,290123.42805
2033,299826.881404,284422.161983
2034,304692.528557,288083.186186
2035,307686.772958,290158.651189
2036,312635.593566,293913.419711
