year,Base case cost,Modeled water and wastewater efficiency
2017,54604.5470031,44460.8907714
2018,58671.4598806,47149.6586031
2019,64414.3939672,51004.0846368
2020,67118.6574233,52753.6837965
2021,69005.277799,53939.0573318
2022,70406.3275946,54790.4611738
2023,71403.2871412,55364.3609109
2024,72213.5018632,55811.4395836
2025,73160.0513203,56355.7611089
2026,74347.0127906,57069.46885
2027,75327.8489144,57642.7733045
2028,76159.1650986,58114.866662
2029,77278.5930488,58789.2783441
2030,77944.2167048,59151.2135837
2031,79138.7021479,59882.353179
