year,Base case cost,Modeled diesel efficiency
2019,251340.014871,618508.572597
2020,306818.840949,659802.830348
2021,364718.065149,703511.69314
2022,432589.658851,756495.568169
2023,506695.112511,815350.906735
2024,592734.36938,885254.6867
2025,688621.148106,964305.612271
2026,792351.622142,1050677.45605
2027,891831.012027,1133370.50408
2028,991079.936365,1216035.50899
2029,1091166.15573,1299638.90888
2030,1212933.90945,1403125.8588
2031,1341671.86201,1513118.36108
2032,1484568.14932,1636147.12363
2033,1632934.9341,1764310.24432
2034,1794451.6576,1904585.25573
2035,1946116.92589,2036058.11062
2036,2091152.95906,2161654.49738
2037,2219550.02074,2272271.13752
2038,2383453.70883,2415309.68427
