year,Base case diesel consumed,Modeled diesel efficiency
2019,73276.9722657,66615.4293324
2020,83693.0826374,76084.6205795
2021,95201.7919993,86547.0836357
2022,109405.57887,99459.6171544
2023,125357.524124,113961.385568
2024,144077.386821,130979.442564
2025,164035.528372,149123.207611
2026,184139.349789,167399.408899
2027,203150.572216,184682.338378
2028,222016.114777,201832.831616
2029,239133.498955,217394.089959
2030,262369.437476,238517.670433
2031,283711.537748,257919.579771
2032,306728.956472,278844.505884
2033,329819.215128,299835.650117
2034,354074.912707,321886.284279
2035,378621.970017,344201.790924
2036,397633.192444,361484.720403
2037,416425.895072,378568.99552
2038,437330.955749,397573.596135
