year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,62278.14,6477.49,31957.5,28130.58
2018,66502.86,6477.15,31957.5,27233.48
2019,73276.97,6476.62,31957.5,27233.48
2020,83693.08,6475.8,31957.5,27233.48
2021,95201.79,6474.89,31957.5,27233.48
2022,109405.58,6473.76,31957.5,27233.48
2023,125357.52,6472.5,31957.5,27233.48
2024,144077.39,6471.02,31957.5,27233.48
2025,164035.53,6469.44,31957.5,26336.38
2026,184139.35,6467.85,31957.5,26336.38
2027,203150.57,6466.35,31957.5,26336.38
2028,222016.11,6464.85,31957.5,26336.38
2029,239133.5,6463.5,31957.5,25439.28
2030,262369.44,6461.66,31957.5,25439.28
2031,283711.54,6459.97,31957.5,25439.28
2032,306728.96,6458.15,31957.5,25439.28
2033,329819.22,6456.32,31957.5,24542.18
2034,354074.91,6454.41,31957.5,24542.18
2035,378621.97,6452.46,31957.5,24542.18
2036,397633.19,6450.96,31957.5,24542.18
2037,416425.9,6449.47,31957.5,23645.09
2038,437330.96,6447.82,31957.5,23645.09
2039,460057.01,6446.03,31957.5,23645.09
2040,484604.07,6444.08,31957.5,22747.99
