year,Base case cost,Modeled non-residential energy efficiency
2017,294210.424909,290353.534072
2018,315616.269701,308074.541582
2019,345850.513758,333566.531251
2020,360121.076952,345076.111166
2021,370098.377491,352842.449374
2022,377536.001529,358403.603551
2023,382857.228483,362130.420485
2024,387210.959627,365030.427266
2025,392290.312629,368588.664112
2026,398639.50388,373282.126339
2027,403900.262346,377041.150751
2028,408374.930467,380130.533566
2029,414361.31079,384565.918134
2030,417989.420077,386951.28437
2031,424399.079817,391795.91215
