year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21346.35,105314.88,101018.24,33258.19,188895.54,124508.43
2018,23638.15,116627.84,107437.37,35033.31,198988.43,128110.79
2019,26874.52,132606.59,121054.11,37539.88,213243.92,137288.62
2020,28399.39,140148.56,127481.21,38719.27,219972.51,141620.56
2021,29463.75,145421.55,131974.73,39541.52,224676.83,144649.24
2022,30254.9,149352.32,135324.45,40151.43,228183.68,146906.99
2023,30818.6,152164.58,137721.0,40584.69,230692.64,148522.28
2024,31277.45,154465.52,139681.81,40936.05,232745.44,149843.89
2025,31813.26,157149.95,137292.81,41346.79,235140.36,147781.35
2026,32484.56,160505.49,140058.13,41862.46,238134.01,149662.8
2027,33039.58,163285.8,142349.39,42288.27,240614.47,151221.72
2028,33510.35,165650.65,144298.28,42648.81,242724.28,152547.7
2029,34143.23,168814.44,141901.53,43135.37,245546.87,150557.7
2030,34521.21,170731.89,143427.89,43423.01,247257.53,151606.6
2031,35196.93,174119.39,146124.45,43941.77,250279.69,153459.64
2032,35903.88,177666.67,148948.21,44484.36,253444.41,155400.1
2033,36610.36,181213.96,146419.84,45026.54,256609.13,153407.04
2034,37354.67,184952.98,149291.28,45597.78,259944.91,155401.25
2035,37808.0,187253.92,151058.31,45943.45,261997.7,156628.46
2036,38566.87,191056.87,153978.83,46527.14,265390.51,158656.76
2037,39015.88,193325.85,150029.2,46870.75,267414.79,155767.77
2038,39779.62,197160.75,152866.61,47457.75,270836.11,157760.67
2039,40355.13,200068.88,155018.31,47898.47,273430.61,159271.95
2040,41200.02,204319.23,152162.38,48547.47,277222.57,157231.26
