year,Base case diesel consumed,Modeled non-residential ashp
2017,122628.547592,85839.9832411
2018,122628.547592,85839.9832411
2019,122628.547592,85839.9832411
2020,122628.547592,85839.9832411
2021,122628.547592,85839.9832411
2022,122628.547592,85839.9832411
2023,122628.547592,85839.9832411
2024,122628.547592,85839.9832411
2025,122628.547592,85839.9832411
2026,122628.547592,85839.9832411
2027,122628.547592,85839.9832411
2028,122628.547592,85839.9832411
2029,122628.547592,85839.9832411
2030,122628.547592,85839.9832411
2031,122628.547592,85839.9832411
