year,Base case cost,Modeled non-residential energy efficiency
2017,868769.429931,846337.680452
2018,914194.700055,884593.745299
2019,980267.820235,941373.178329
2020,1009174.81031,964964.972442
2021,1031887.44538,983069.48159
2022,1046340.94041,993838.687499
2023,1058729.65045,1002811.70156
2024,1066988.79047,1008140.56311
2025,1077312.7155,1015364.43976
2026,1089701.42553,1024482.20088
2027,1102090.13557,1033645.96723
2028,1110349.27559,1039161.11032
2029,1122737.98562,1048413.67764
2030,1130997.12565,1054015.54043
2031,1143385.83568,1063352.79497
