year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,1260470.0,572314.0,688156.0
2004,,1364592.0,597985.0,766607.0
2005,,1334901.0,553589.0,781312.0
2006,,1295145.0,535702.0,759443.0
2007,,1242575.0,505857.0,736718.0
2008,,1304636.0,539011.0,765625.0
2009,,1218782.0,528386.0,690396.0
2010,,1304100.0,555609.0,748491.0
2011,,1275589.0,501507.0,774082.0
2012,,1287538.0,517682.0,769856.0
2013,,1249099.0,490175.0,758924.0
2014,start of forecast,1298310.0,530690.0,767621.0
2015,,1297255.0,529634.0,767621.0
2016,,1296151.0,528530.0,767621.0
2017,,1295058.0,527438.0,767621.0
2018,,1293928.0,526308.0,767621.0
2019,,1292741.0,525120.0,767621.0
2020,,1291580.0,523959.0,767621.0
2021,,1290503.0,522882.0,767621.0
2022,,1289469.0,521848.0,767621.0
2023,,1288501.0,520880.0,767621.0
2024,,1287543.0,519923.0,767621.0
2025,,1286645.0,519025.0,767621.0
2026,,1285807.0,518186.0,767621.0
2027,,1285090.0,517469.0,767621.0
2028,,1284481.0,516860.0,767621.0
2029,,1283586.0,515965.0,767621.0
2030,,1282874.0,515253.0,767621.0
2031,,1282381.0,514761.0,767621.0
2032,,1282309.0,514688.0,767621.0
2033,,1282437.0,514816.0,767621.0
2034,,1282670.0,515050.0,767621.0
2035,,1282931.0,515310.0,767621.0
2036,,1283161.0,515540.0,767621.0
2037,,1283392.0,515771.0,767621.0
2038,,1283774.0,516153.0,767621.0
2039,,1284410.0,516790.0,767621.0
2040,,1285259.0,517638.0,767621.0
