year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,174183.474754,128895.771318
2018,174183.474754,128895.771318
2019,174183.474754,128895.771318
2020,174183.474754,128895.771318
2021,174183.474754,128895.771318
2022,174183.474754,128895.771318
2023,174183.474754,128895.771318
2024,174183.474754,128895.771318
2025,174183.474754,128895.771318
2026,174183.474754,128895.771318
2027,174183.474754,128895.771318
2028,174183.474754,128895.771318
2029,174183.474754,128895.771318
2030,174183.474754,128895.771318
2031,174183.474754,128895.771318
