year,Base case cost,Modeled non-residential energy efficiency
2017,1232154.76274,1304812.55258
2018,1292605.771,1356496.52199
2019,1374819.14223,1428462.9951
2020,1415925.82785,1462411.67159
2021,1442524.27148,1483004.70198
2022,1461868.59412,1496966.47671
2023,1476376.83611,1506536.98611
2024,1486048.99743,1511714.04608
2025,1500557.23941,1521464.43126
2026,1517483.52172,1533543.83183
2027,1531991.7637,1543465.75989
2028,1544081.96535,1551228.22906
2029,1558590.20734,1561313.75317
2030,1568262.36866,1566993.75724
2031,1585188.65097,1579477.5256
