year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,91040.0,67316.2090301
2018,91040.0,67316.2090301
2019,91040.0,67316.2090301
2020,91040.0,67316.2090301
2021,91040.0,67316.2090301
2022,91040.0,67316.2090301
2023,91040.0,67316.2090301
2024,91040.0,67316.2090301
2025,91040.0,67316.2090301
2026,91040.0,67316.2090301
2027,91040.0,67316.2090301
2028,91040.0,67316.2090301
2029,91040.0,67316.2090301
2030,91040.0,67316.2090301
2031,91040.0,67316.2090301
2032,,
2033,,
2034,,
2035,,
2036,,
