year,Base case cost,Modeled biomass for heat (cordwood)
2017,448841.046092,528269.86964
2018,478884.246092,550484.21862
2019,518941.846092,580103.350593
2020,538060.246092,594239.754489
2021,551716.246092,604337.185844
2022,560820.246092,611068.806747
2023,568103.446092,616454.103469
2024,573565.846092,620493.076011
2025,579938.646092,625205.210643
2026,588132.246092,631263.669456
2027,595415.446092,636648.966178
2028,600877.846092,640687.93872
2029,609071.446092,646746.397533
2030,613623.446092,650112.207984
2031,621817.046092,656170.666797
2032,,
2033,,
2034,,
2035,,
2036,,
