year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,25824.73,1074286.0,1074286.0
2004,,25824.73,1125008.0,1125008.0
2005,,25824.73,1152402.0,1152402.0
2006,,25824.73,1206928.0,1206928.0
2007,,25824.73,1209476.0,1209476.0
2008,,25824.73,1272727.0,1272727.0
2009,,25824.73,1307910.0,1307910.0
2010,,25824.73,1545014.0,1545014.0
2011,,25824.73,1678844.0,1678844.0
2012,,25824.73,1663112.0,1663112.0
2013,,25824.73,1617223.0,1617223.0
2014,start of forecast,25824.73,1682000.0,1682000.0
2015,,25824.73,1695000.0,1695000.0
2016,,25824.73,1708000.0,1708000.0
2017,,25824.73,1721000.0,1721000.0
2018,,25824.73,1735000.0,1735000.0
2019,,25824.73,1748000.0,1748000.0
2020,,25824.73,1762000.0,1762000.0
2021,,25824.73,1777000.0,1777000.0
2022,,25824.73,1791000.0,1791000.0
2023,,25824.73,1806000.0,1806000.0
2024,,25824.73,1822000.0,1822000.0
2025,,25824.73,1837000.0,1837000.0
2026,,25824.73,1853000.0,1853000.0
2027,,25824.73,1870000.0,1870000.0
2028,,25824.73,1886000.0,1886000.0
2029,,25824.73,1903000.0,1903000.0
2030,,25824.73,1920000.0,1920000.0
2031,,25824.73,1938000.0,1938000.0
2032,,25824.73,1956000.0,1956000.0
2033,,25824.73,1974000.0,1974000.0
2034,,25824.73,1993000.0,1993000.0
2035,,25824.73,2011000.0,2011000.0
2036,,25824.73,2031000.0,2031000.0
2037,,25824.73,2050000.0,2050000.0
2038,,25824.73,2070000.0,2070000.0
2039,,25824.73,2091000.0,2091000.0
2040,,25824.73,2111000.0,2111000.0
