year,Base case cost,Modeled diesel efficiency
2019,453039.463059,670833.605398
2020,484068.001112,699041.367265
2021,507926.993429,720731.360281
2022,525191.069993,736425.975339
2023,540288.436081,750150.853601
2024,553170.218526,761861.564914
2025,567246.431591,774658.122246
2026,584536.425744,790376.298749
2027,600977.063467,805322.333042
2028,614498.640119,817614.675453
2029,632720.186486,834179.717605
2030,645481.267014,845780.699903
2031,664448.499454,863023.638485
2032,683655.654721,880484.688728
2033,703102.732817,898163.850633
2034,724628.401584,917732.640421
2035,740107.86699,931804.8817
2036,762508.069275,952168.701959
2037,778749.51181,966933.649718
2038,801675.470909,987775.430717
