year,population
2003,365.0
2004,358.0
2005,365.0
2006,375.0
2007,373.0
2008,399.0
2009,396.0
2010,414.0
2011,436.0
2012,448.0
2013,460.0
2014,473.0
2015,486.0
2016,499.0
2017,512.0
2018,525.0
2019,539.0
2020,552.0
2021,567.0
2022,581.0
2023,596.0
2024,611.0
2025,627.0
2026,643.0
2027,659.0
2028,675.0
2029,692.0
2030,709.0
2031,727.0
2032,745.0
2033,763.0
2034,781.0
2035,800.0
2036,819.0
2037,838.0
2038,858.0
2039,878.0
2040,899.0
