year,Base case cost,Modeled biomass for heat (cordwood)
2017,216416.167356,
2018,231269.467356,
2019,252874.267356,
2020,262326.367356,
2021,269753.017356,
2022,274479.067356,
2023,278529.967356,
2024,281230.567356,
2025,284606.317356,
2026,288657.217356,
2027,292708.117356,
2028,295408.717356,
2029,299459.617356,
2030,302160.217356,
2031,306211.117356,
2032,,
2033,,
2034,,
2035,,
2036,,
