year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,42854.66,280991.72,234534.66,14948.58,162427.52,136896.74
2018,45240.72,297169.73,253950.1,15662.26,169481.09,145880.79
2019,48434.88,318740.41,271798.71,16601.49,178885.84,153975.93
2020,49889.95,328926.56,287250.25,17085.63,183326.98,161086.11
2021,50887.36,336116.79,300521.02,17449.75,186461.9,167184.39
2022,51609.53,341509.46,312490.8,17742.33,188813.09,172678.35
2023,52058.49,345104.57,315689.23,17962.07,190380.55,174111.86
2024,52414.38,348100.5,325775.23,18158.92,191686.76,178743.84
2025,52859.18,351695.61,336543.41,18381.24,193254.22,183670.95
2026,53391.67,355889.91,340448.87,18629.88,195082.93,185408.97
2027,53834.26,359485.02,351453.13,18853.25,196650.38,190425.09
2028,54186.68,362480.95,362023.73,19051.64,197956.6,195239.77
2029,54702.96,366675.25,373908.99,19311.61,199785.3,200625.99
2030,54952.67,369071.99,376289.78,19494.31,200830.28,201675.36
2031,55561.84,373865.48,389006.32,19776.17,202920.22,207412.92
2032,,,401301.62,,,212953.73
2033,,,406262.02,,,215127.42
2034,,,419463.15,,,221047.69
2035,,,430928.39,,,226199.66
2036,,,436087.6,,,228448.31
