year,Base case cost,Modeled diesel efficiency
2019,1421115.62342,1617921.75078
2020,1509479.96002,1698252.96587
2021,1569465.60183,1752785.36752
2022,1616124.8794,1795202.89258
2023,1650316.24183,1826285.94933
2024,1676272.99177,1849882.99474
2025,1710659.31887,1881143.2921
2026,1749907.67191,1916823.61304
2027,1784511.63398,1948281.76038
2028,1813951.29931,1975045.0925
2029,1851404.91943,2009093.83806
2030,1875212.52393,2030737.11488
2031,1915518.82479,2067379.20658
2032,1955952.0794,2104136.71076
2033,1999739.02862,2143943.02824
2034,2043684.67001,2183893.61132
2035,2073852.80798,2211319.1913
2036,2117479.55368,2250979.8692
2037,2147851.72444,2278590.93353
2038,2191727.84355,2318478.31454
