year,Base case diesel consumed,Modeled non-residential ashp
2017,106226.411639,81175.9993257
2018,106226.411639,81175.9993257
2019,108243.170377,83192.7580639
2020,108243.170377,83192.7580639
2021,110259.929115,85209.5168021
2022,112276.687853,87226.2755404
2023,112276.687853,87226.2755404
2024,114293.446592,89243.0342786
2025,114293.446592,89243.0342786
2026,116310.20533,91259.7930168
2027,116310.20533,91259.7930168
2028,118326.964068,93276.5517551
2029,118326.964068,93276.5517551
2030,120343.722806,95293.3104933
2031,122360.481545,97310.0692315
