year,Base case cost,Modeled residential energy efficiency
2017,411832.581148,407122.596624
2018,483603.12919,470360.531735
2019,591425.243062,566638.522229
2020,638674.733038,608366.909721
2021,682244.716517,648256.15821
2022,719489.947038,682657.18442
2023,737260.469644,698420.033396
2024,763591.094083,723244.902612
2025,781656.061634,739302.196531
2026,816372.553639,771676.402634
2027,834731.966134,788028.141498
2028,864211.988806,815835.102811
2029,884420.334365,833868.468603
2030,911552.030236,859661.715387
2031,948697.69303,894465.092278
2032,971147.564911,914572.678256
2033,1010951.88436,951867.405671
2034,1051492.31618,989898.245446
2035,1068018.68052,1004751.54843
2036,1109540.59548,1043763.87135
