year,Base case diesel consumed,Modeled wind power
2019,259801.759309,196379.046322
2020,260255.165521,196832.452533
2021,260708.571733,197285.858745
2022,261086.410243,197663.697255
2023,261539.816454,198117.103466
2024,261917.654964,198494.941976
2025,262371.061176,198948.348188
2026,262748.899685,199326.186698
2027,263202.305897,199779.592909
2028,263655.712109,200232.999121
2029,264109.118321,200686.405333
2030,264486.95683,201064.243843
2031,264940.363042,201517.650054
2032,265393.769254,201971.056266
2033,265922.743167,202500.03018
2034,266451.717081,203029.004093
2035,266905.123293,203482.410305
2036,267358.529504,203935.816517
2037,267811.935716,204389.222728
2038,268265.341928,204842.62894
