year,annotation,Electricity price ($/kwh)
2002,,0.15
2003,,0.15
2004,,0.15
2005,,0.15
2006,,0.15
2009,,0.19
2010,,0.15
2011,,0.15
2012,,0.15
2013,,0.15
2016,start of forecast,-0.04
2017,,0.01
2018,,0.05
2019,,0.11
2020,,0.13
2021,,0.15
2022,,0.16
2023,,0.17
2024,,0.18
2025,,0.18
2026,,0.2
2027,,0.2
2028,,0.21
2029,,0.22
2030,,0.23
2031,,0.24
2032,,0.25
2033,,0.26
2034,,0.27
2035,,0.28
2036,,0.29
2037,,0.3
2038,,0.31
2039,,0.32
2040,,0.33
