year,Base case cost,Modeled non-residential energy efficiency
2017,702053.684267,843505.563893
2018,835473.781989,963421.480992
2019,1015983.32597,1125660.66295
2020,1102313.97743,1203253.31519
2021,1159867.74508,1254981.75002
2022,1204341.11098,1294953.72238
2023,1235734.07515,1323169.23229
2024,1259278.79828,1344330.86472
2025,1290671.76245,1372546.37462
2026,1327296.88732,1405464.46951
2027,1358689.85149,1433679.97942
2028,1384850.65496,1457192.90434
2029,1418859.69948,1487759.70674
2030,1439788.34226,1506570.04667
2031,1476413.46712,1539488.14156
