year,Base case cost,Modeled biomass for heat (cordwood)
2017,110670.63917,144986.410001
2018,121518.77917,153007.659728
2019,136916.13917,164392.65934
2020,143914.93917,169567.659164
2021,149164.03917,173448.909032
2022,153013.37917,176295.158935
2023,155462.95917,178106.408873
2024,157912.53917,179917.658812
2025,160362.11917,181728.90875
2026,163511.57917,184057.658671
2027,166311.09917,186127.6586
2028,168760.67917,187938.908539
2029,171560.19917,190008.908468
2030,173659.83917,191561.408415
2031,176809.29917,193890.158336
2032,,
2033,,
2034,,
2035,,
2036,,
