year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,8285.05,448436.0,448436.0
2004,,8285.05,444285.0,444285.0
2005,,8285.05,413583.0,413583.0
2006,,8285.05,454712.0,454712.0
2007,,8285.05,424594.0,424594.0
2008,,8285.05,431692.0,431692.0
2009,,8285.05,493522.0,493522.0
2010,,8285.05,537859.0,537859.0
2011,,8285.05,559928.0,559928.0
2012,,8285.05,571618.0,571618.0
2013,,8285.05,504399.0,504399.0
2014,start of forecast,8285.05,531000.0,531000.0
2015,,8285.05,531000.0,531000.0
2016,,8285.05,531000.0,531000.0
2017,,8285.05,531000.0,531000.0
2018,,8285.05,531000.0,531000.0
2019,,8285.05,531000.0,531000.0
2020,,8285.05,531000.0,531000.0
2021,,8285.05,531000.0,531000.0
2022,,8285.05,531000.0,531000.0
2023,,8285.05,531000.0,531000.0
2024,,8285.05,531000.0,531000.0
2025,,8285.05,531000.0,531000.0
2026,,8285.05,531000.0,531000.0
2027,,8285.05,531000.0,531000.0
2028,,8285.05,531000.0,531000.0
2029,,8285.05,532000.0,532000.0
2030,,8285.05,532000.0,532000.0
2031,,8285.05,532000.0,532000.0
2032,,8285.05,532000.0,532000.0
2033,,8285.05,532000.0,532000.0
2034,,8285.05,532000.0,532000.0
2035,,8285.05,532000.0,532000.0
2036,,8285.05,532000.0,532000.0
2037,,8285.05,532000.0,532000.0
2038,,8285.05,532000.0,532000.0
2039,,8285.05,532000.0,532000.0
2040,,8285.05,532000.0,532000.0
