year,Base case diesel consumed,Modeled residential ashp
2017,63872.2813829,17930.101845
2018,63872.2813829,17930.101845
2019,63872.2813829,17930.101845
2020,63872.2813829,17930.101845
2021,63872.2813829,17930.101845
2022,63872.2813829,17930.101845
2023,63872.2813829,17930.101845
2024,63872.2813829,17930.101845
2025,63872.2813829,17930.101845
2026,63872.2813829,17930.101845
2027,63872.2813829,17930.101845
2028,61925.2994847,15983.1199468
2029,61925.2994847,15983.1199468
2030,61925.2994847,15983.1199468
2031,61925.2994847,15983.1199468
