year,Base case cost,Modeled transmission and interties
2021,628354.824064,
2022,652677.327381,
2023,671336.839712,
2024,688014.734864,
2025,706999.074295,
2026,727750.198168,
2027,747071.395334,
2028,763168.382761,
2029,783400.470737,
2030,798765.308191,
2031,823173.744604,
2032,844260.007548,
2033,867731.773221,
2034,890679.347012,
2035,907654.570673,
2036,933821.198217,
2037,949471.333548,
2038,975955.913545,
2039,994969.470229,
2040,1020993.44883,
