year,Base case cost,Modeled diesel efficiency
2019,278412.917065,456004.662527
2020,298961.238833,469929.439186
2021,314177.412032,479118.265378
2022,326338.66369,485638.735294
2023,335668.419856,489691.412678
2024,344007.367432,492947.157532
2025,353499.537148,497352.656094
2026,363875.099084,502660.232718
2027,373535.697667,507414.516491
2028,381584.19138,510797.65826
2029,391700.235369,516152.586874
2030,399382.654096,519385.163246
2031,411586.872302,526816.390986
2032,422130.003774,532823.40351
2033,433865.88661,539998.586567
2034,445339.673506,547017.386694
2035,453827.285337,551401.44883
2036,466910.599109,560041.514452
2037,474735.666774,563977.618493
2038,487977.956772,572912.945063
