year,Base case cost,Modeled wind power
2019,278412.917065,440097.489746
2020,298961.238833,451964.116312
2021,314177.412032,459761.229427
2022,326338.66369,465300.870921
2023,335668.419856,468804.04374
2024,344007.367432,471646.364024
2025,353499.537148,475506.847902
2026,363875.099084,480113.40871
2027,373535.697667,484328.190508
2028,381584.19138,487251.8993
2029,391700.235369,492099.385007
2030,399382.654096,495061.474734
2031,411586.872302,501703.477628
2032,422130.003774,506997.309302
2033,433865.88661,513332.1923
2034,445339.673506,519482.764627
2035,453827.285337,523417.179525
2036,466910.599109,531096.070496
2037,474735.666774,534745.917873
2038,487977.956772,542726.9733
