year,Base case cost,Modeled solar power (pv)
2016,167193.149036,178125.662924
2017,206234.27293,216213.768558
2018,236422.569338,245630.782164
2019,278412.917065,286665.80265
2020,298961.238833,306653.117912
2021,314177.412032,321408.64606
2022,326338.66369,333171.971501
2023,335668.419856,342165.057253
2024,344007.367432,350192.41981
2025,353499.537148,359363.054906
2026,363875.099084,369407.388585
2027,373535.697667,378761.222835
2028,381584.19138,386526.852118
2029,391700.235369,396350.01306
2030,399382.654096,403779.432772
2031,411586.872302,415671.099417
2032,422130.003774,425924.99344
2033,433865.88661,437362.10844
2034,445339.673506,448543.872434
2035,453827.285337,456793.760175
