year,Base case cost,Modeled non-residential energy efficiency
2017,456868.091686,461183.858041
2018,489020.684461,489893.226266
2019,531125.270237,527843.236107
2020,551029.256241,545259.520819
2021,564808.938859,557028.400427
2022,574760.93186,565276.01606
2023,582416.311092,571419.622363
2024,587775.076555,575458.687459
2025,594664.917864,580937.189956
2026,603085.835019,587854.622738
2027,609975.676328,593374.892201
2028,616099.979713,598206.414233
2029,623755.358945,604475.415345
2030,628348.586485,607928.03674
2031,636769.50364,614943.924231
