year,Base case diesel consumed,Modeled residential energy efficiency
2017,31292.6347362,24595.3771101
2018,31292.6347362,24595.3771101
2019,31292.6347362,24595.3771101
2020,31292.6347362,24595.3771101
2021,31292.6347362,24595.3771101
2022,31292.6347362,24595.3771101
2023,31292.6347362,24595.3771101
2024,31292.6347362,24595.3771101
2025,31292.6347362,24595.3771101
2026,31292.6347362,24595.3771101
2027,31292.6347362,24595.3771101
2028,31292.6347362,24595.3771101
2029,31292.6347362,24595.3771101
2030,31292.6347362,24595.3771101
2031,31292.6347362,24595.3771101
