year,Base case diesel consumed,Modeled residential ashp
2017,4953.66244074,-26338.972358
2018,4953.66244074,-26338.972358
2019,4953.66244074,-26338.972358
2020,4953.66244074,-26338.972358
2021,4953.66244074,-26338.972358
2022,4953.66244074,-26338.972358
2023,4953.66244074,-26338.972358
2024,4953.66244074,-26338.972358
2025,4953.66244074,-26338.972358
2026,4953.66244074,-26338.972358
2027,4953.66244074,-26338.972358
2028,4953.66244074,-26338.972358
2029,4953.66244074,-26338.972358
2030,4953.66244074,-26338.972358
2031,4953.66244074,-26338.972358
