year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,8511.27,534000.0,534000.0
2004,,8511.27,537000.0,537000.0
2005,,8511.27,539000.0,539000.0
2006,,8511.27,539000.0,539000.0
2007,,8511.27,665330.0,665330.0
2008,,8511.27,544000.0,544000.0
2009,,8511.27,542000.0,542000.0
2010,,8511.27,540000.0,540000.0
2011,,8511.27,539000.0,539000.0
2012,,8511.27,275400.0,275400.0
2013,,8511.27,740307.0,740307.0
2014,start of forecast,8511.27,539000.0,539000.0
2015,,8511.27,539000.0,539000.0
2016,,8511.27,538000.0,538000.0
2017,,8511.27,538000.0,538000.0
2018,,8511.27,538000.0,538000.0
2019,,8511.27,538000.0,538000.0
2020,,8511.27,538000.0,538000.0
2021,,8511.27,538000.0,538000.0
2022,,8511.27,538000.0,538000.0
2023,,8511.27,537000.0,537000.0
2024,,8511.27,537000.0,537000.0
2025,,8511.27,537000.0,537000.0
2026,,8511.27,537000.0,537000.0
2027,,8511.27,537000.0,537000.0
2028,,8511.27,537000.0,537000.0
2029,,8511.27,537000.0,537000.0
2030,,8511.27,536000.0,536000.0
2031,,8511.27,536000.0,536000.0
2032,,8511.27,536000.0,536000.0
2033,,8511.27,536000.0,536000.0
2034,,8511.27,536000.0,536000.0
2035,,8511.27,535000.0,535000.0
2036,,8511.27,535000.0,535000.0
2037,,8511.27,535000.0,535000.0
2038,,8511.27,535000.0,535000.0
2039,,8511.27,535000.0,535000.0
2040,,8511.27,535000.0,535000.0
