year,Base case cost,Modeled water and wastewater efficiency
2017,65527.0658317,53201.8231094
2018,70203.0726781,56351.5609177
2019,76519.4502559,60605.1866122
2020,79439.0729276,62572.5425424
2021,81422.0151553,63909.343736
2022,82938.0739919,64931.4676868
2023,83987.5396293,65639.0408284
2024,84919.3850277,66267.5727744
2025,85850.6907426,66895.8778798
2026,87130.0063624,67759.2816109
2027,88173.0948534,68464.192799
2028,88982.2083919,69011.5471872
2029,90142.7124504,69795.395992
2030,90834.7468187,70263.9258825
2031,92111.7807614,71126.343663
