year,Base case diesel consumed,Modeled residential ashp
2017,3071.89977,-8482.22702765
2018,3071.89977,-8482.22702765
2019,3071.89977,-8482.22702765
2020,3071.89977,-8482.22702765
2021,3071.89977,-8482.22702765
2022,3071.89977,-8482.22702765
2023,3071.89977,-8482.22702765
2024,3222.74770137,-8331.37909629
2025,3222.74770137,-8331.37909629
2026,3222.74770137,-8331.37909629
2027,3222.74770137,-8331.37909629
2028,3222.74770137,-8331.37909629
2029,3222.74770137,-8331.37909629
2030,3373.59563274,-8180.53116492
2031,3373.59563274,-8180.53116492
