year,Base case diesel consumed,Modeled non-residential ashp
2017,5570.6418286,-6539.44909103
2018,5570.6418286,-6539.44909103
2019,5570.6418286,-6539.44909103
2020,5570.6418286,-6539.44909103
2021,5570.6418286,-6539.44909103
2022,5570.6418286,-6539.44909103
2023,5570.6418286,-6539.44909103
2024,5570.6418286,-6539.44909103
2025,5570.6418286,-6539.44909103
2026,5570.6418286,-6539.44909103
2027,5570.6418286,-6539.44909103
2028,5570.6418286,-6539.44909103
2029,5570.6418286,-6539.44909103
2030,5570.6418286,-6539.44909103
2031,5570.6418286,-6539.44909103
