year,Base case cost,Modeled non-residential energy efficiency
2017,336368.726112,335376.315696
2018,358742.198438,354940.910822
2019,389581.30894,382259.945476
2020,404093.831529,394683.572727
2021,414373.53503,403259.794483
2022,421629.796325,409092.999467
2023,427071.992296,413287.587171
2024,431304.811384,416395.543895
2025,436142.318914,420073.713446
2026,442793.891767,425426.526051
2027,447631.399297,429139.033098
2028,451864.218386,432315.684075
2029,457911.102798,437165.785039
2030,461539.233445,439821.991727
2031,467586.117857,444703.322437
