year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,37400.8,8442.04,40366.97,11554.13
2018,37400.8,8442.63,40366.97,11554.13
2019,37400.8,8443.18,40366.97,11554.13
2020,37484.29,8443.78,40366.97,11554.13
2021,37484.29,8444.37,40366.97,11554.13
2022,37484.29,8444.86,40366.97,11554.13
2023,37567.77,8445.28,40366.97,11554.13
2024,37567.77,8445.7,40366.97,12121.5
2025,37567.77,8446.17,40366.97,12121.5
2026,37651.26,8446.71,40366.97,12121.5
2027,37651.26,8447.39,40366.97,12121.5
2028,37651.26,8448.0,40366.97,12121.5
2029,37734.74,8448.56,40366.97,12121.5
2030,37734.74,8449.13,40366.97,12688.87
2031,37734.74,8449.76,40366.97,12688.87
