year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,35400.0,26232.9058423
2018,35400.0,26232.9058423
2019,35400.0,26232.9058423
2020,35400.0,26232.9058423
2021,35400.0,26232.9058423
2022,35400.0,26232.9058423
2023,35400.0,26232.9058423
2024,35400.0,26232.9058423
2025,35400.0,26232.9058423
2026,35400.0,26232.9058423
2027,35400.0,26232.9058423
2028,35400.0,26232.9058423
2029,35400.0,26232.9058423
2030,35400.0,26232.9058423
2031,35400.0,26232.9058423
2032,,
2033,,
2034,,
2035,,
2036,,
