year,Base case cost,Modeled water and wastewater efficiency
2017,63914.4858381,73410.4325227
2018,67909.4961375,75310.3453522
2019,73453.3873927,77945.6254242
2020,76020.4725933,79168.9597229
2021,77927.1065198,80079.1958764
2022,79281.1189702,80727.0574133
2023,80190.425716,81163.3170435
2024,80990.3233727,81547.8281908
2025,82013.804224,82038.8912717
2026,83153.9123088,82586.3905105
2027,84075.3190686,83030.4923233
2028,84885.7830972,83421.8350722
2029,86033.8682754,83974.4519704
2030,86629.462148,84264.8992487
2031,87883.4772712,84866.8502864
