year,Base case cost,Modeled residential energy efficiency
2017,608960.001404,568941.955917
2018,638521.199128,594497.763022
2019,691976.055945,642389.577314
2020,711205.594441,659060.116248
2021,738413.269744,684376.357092
2022,748625.142556,693253.099699
2023,768726.046116,712463.916455
2024,774787.429493,717746.473878
2025,782580.636691,724538.333422
2026,804920.729411,745765.817636
2027,811967.404778,751922.406199
2028,818133.245724,757309.421192
2029,840995.62629,779059.193253
2030,845474.410944,782981.673654
2031,869620.533699,805903.927054
2032,878727.328106,813898.112956
2033,903350.971178,837297.886672
2034,913532.592635,846255.638773
2035,920011.806289,851956.026474
2036,945232.349758,875952.700587
