year,Base case cost,Modeled non-residential energy efficiency
2017,303981.969142,350486.999132
2018,323601.572371,368046.1283
2019,350851.021299,392433.8077
2020,363385.767806,403652.140224
2021,372650.580442,411943.95122
2022,379190.448185,417796.994276
2023,383550.360013,421699.02298
2024,387365.282863,425113.298096
2025,392270.18367,429503.080388
2026,397720.073456,434380.616268
2027,402079.985285,438282.644972
2028,405894.908135,441696.920088
2029,411344.79792,446574.455968
2030,414069.742813,449013.223908
2031,420064.621577,454378.513376
