year,Base case diesel consumed,Modeled non-residential ashp
2017,4908.84425948,-4119.14532562
2018,4908.84425948,-4119.14532562
2019,4908.84425948,-4119.14532562
2020,4908.84425948,-4119.14532562
2021,4908.84425948,-4119.14532562
2022,4908.84425948,-4119.14532562
2023,4908.84425948,-4119.14532562
2024,4908.84425948,-4119.14532562
2025,4908.84425948,-4119.14532562
2026,4908.84425948,-4119.14532562
2027,4908.84425948,-4119.14532562
2028,4908.84425948,-4119.14532562
2029,4908.84425948,-4119.14532562
2030,4908.84425948,-4119.14532562
2031,4908.84425948,-4119.14532562
