year,Base case diesel consumed,Modeled residential ashp
2017,2197.25419319,-4794.40125028
2018,2197.25419319,-4794.40125028
2019,2197.25419319,-4794.40125028
2020,2197.25419319,-4794.40125028
2021,2197.25419319,-4794.40125028
2022,2197.25419319,-4794.40125028
2023,2197.25419319,-4794.40125028
2024,2197.25419319,-4794.40125028
2025,1925.38995628,-5066.26548718
2026,1925.38995628,-5066.26548718
2027,1925.38995628,-5066.26548718
2028,1925.38995628,-5066.26548718
2029,1925.38995628,-5066.26548718
2030,1925.38995628,-5066.26548718
2031,1925.38995628,-5066.26548718
