year,Base case cost,Modeled biomass for heat (cordwood)
2017,199827.760135,269395.823396
2018,223170.880135,286698.289993
2019,254295.040135,309768.245456
2020,269857.120135,321303.223188
2021,280231.840135,328993.208342
2022,288877.440135,335401.529304
2023,294064.800135,339246.521882
2024,298387.600135,342450.682363
2025,304439.520135,346936.507036
2026,311356.000135,352063.163806
2027,316543.360135,355908.156383
2028,321730.720135,359753.14896
2029,327782.640135,364238.973634
2030,331240.880135,366802.302018
2031,338157.360135,371928.958788
2032,,
2033,,
2034,,
2035,,
2036,,
