year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,85855.9174797,63533.3789349
2018,85855.9174797,63533.3789349
2019,85855.9174797,63533.3789349
2020,85855.9174797,63533.3789349
2021,85855.9174797,63533.3789349
2022,85855.9174797,63533.3789349
2023,85855.9174797,63533.3789349
2024,85855.9174797,63533.3789349
2025,85855.9174797,63533.3789349
2026,85855.9174797,63533.3789349
2027,85855.9174797,63533.3789349
2028,85855.9174797,63533.3789349
2029,85855.9174797,63533.3789349
2030,85855.9174797,63533.3789349
2031,85855.9174797,63533.3789349
