year,Base case diesel consumed,Modeled non-residential ashp
2017,86455.9174797,60699.1422358
2018,86455.9174797,60699.1422358
2019,86455.9174797,60699.1422358
2020,86455.9174797,60699.1422358
2021,86455.9174797,60699.1422358
2022,86455.9174797,60699.1422358
2023,86455.9174797,60699.1422358
2024,86455.9174797,60699.1422358
2025,86455.9174797,60699.1422358
2026,86455.9174797,60699.1422358
2027,86455.9174797,60699.1422358
2028,86455.9174797,60699.1422358
2029,86455.9174797,60699.1422358
2030,86455.9174797,60699.1422358
2031,86455.9174797,60699.1422358
