year,Base case cost,Modeled diesel efficiency
2019,526480.05629,768079.33574
2020,563309.4603,794776.367542
2021,593599.030926,815687.101884
2022,617579.805178,831017.84584
2023,636172.712828,841602.169239
2024,652434.270508,850215.168855
2025,671922.7921,861906.386936
2026,698299.937188,880001.21571
2027,719385.06882,893423.038572
2028,738633.642952,905309.946495
2029,759550.895774,918845.361908
2030,776609.104023,929000.998485
2031,801546.843052,946445.278525
2032,831484.417276,968557.35681
2033,856696.694584,986493.333073
2034,886216.944988,1008462.46768
2035,905467.004332,1021209.14575
2036,934077.576654,1042576.78845
2037,956513.47018,1058439.88279
2038,987257.475399,1081962.05231
