year,Base case cost,Modeled wind power
2019,526480.05629,656779.333954
2020,563309.4603,686627.415725
2021,593599.030926,711051.451627
2022,617579.805178,729662.834077
2023,636172.712828,743792.261051
2024,652434.270508,755670.824948
2025,671922.7921,770649.0804
2026,698299.937188,792386.844894
2027,719385.06882,809113.428374
2028,738633.642952,824282.529811
2029,759550.895774,840985.924001
2030,776609.104023,854311.830961
2031,801546.843052,874967.824914
2032,831484.417276,900484.35835
2033,856696.694584,921546.484772
2034,886216.944988,946774.204465
2035,905467.004332,962617.23016
2036,934077.576654,987057.828466
2037,956513.47018,1006000.49961
2038,987257.475399,1032897.28308
