year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,478407.11,0.0,18667.48,5754.4
2018,478407.11,0.0,18667.48,5754.4
2019,478407.11,0.0,18667.48,5754.4
2020,478407.11,0.0,18667.48,5754.4
2021,478407.11,0.0,18667.48,4954.47
2022,478407.11,0.0,18667.48,4954.47
2023,478407.11,0.0,18667.48,4954.47
2024,478407.11,0.0,18667.48,5754.4
2025,478407.11,0.0,18667.48,5754.4
2026,478407.11,0.0,18667.48,5754.4
2027,478407.11,0.0,18667.48,5754.4
2028,478407.11,0.0,18667.48,5754.4
2029,478407.11,0.0,18667.48,7354.26
2030,478407.11,0.0,18667.48,8954.13
2031,478407.11,0.0,18667.48,9754.06
