year,Base case cost,Modeled non-residential energy efficiency
2017,151424.963621,147369.208624
2018,156637.512598,151977.874943
2019,163968.107876,158700.888746
2020,167441.345425,161611.545218
2021,169943.511907,163573.428218
2022,171688.208643,164792.845291
2023,173032.629275,165630.904626
2024,174190.375125,166293.927278
2025,175348.120975,166968.31529
2026,176889.987005,168035.122124
2027,178239.792945,168922.107891
2028,179210.864012,169442.343754
2029,180752.730042,170540.910986
2030,181713.030494,171073.607801
2031,183260.281831,172196.112498
