year,Base case cost,Modeled diesel efficiency
2019,135934.86637,312586.015843
2020,144934.93602,316338.002078
2021,151055.958409,317576.498291
2022,155402.996217,317303.673505
2023,158442.962852,315941.618082
2024,160465.530354,313751.349534
2025,163223.573046,312324.1237
2026,167188.444082,312086.230265
2027,169885.070272,310785.441378
2028,171829.202241,308888.510582
2029,175226.91704,308398.901326
2030,177137.010948,306640.779158
2031,180978.309022,306720.201126
2032,184307.947698,306414.4626
2033,187809.605116,306343.214477
2034,191751.885978,306748.812203
2035,193556.905871,305285.936659
2036,197428.890737,305774.865554
2037,199979.39671,305133.490419
2038,203629.785657,305561.384298
