year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,51017.95,1942.0,67515.17,64477.75
2018,50869.96,1923.64,67515.17,63405.02
2019,50721.97,1907.52,67515.17,62332.29
2020,50499.98,1890.4,67515.17,62332.29
2021,50351.99,1872.2,67515.17,61259.56
2022,50130.0,1854.2,67515.17,61259.56
2023,49982.01,1835.38,67515.17,60186.84
2024,49834.02,1817.05,67515.17,59114.11
2025,49612.03,1798.66,67515.17,59114.11
2026,49464.04,1780.51,67515.17,58041.38
2027,49242.05,1761.67,67515.17,56968.65
2028,49094.06,1743.05,67515.17,56968.65
2029,48946.07,1731.26,67515.17,55895.93
2030,48798.07,1717.85,67515.17,55895.93
2031,48650.08,1702.42,67515.17,54823.2
2032,48502.09,,,54823.2
2033,48280.1,,,53750.47
2034,48058.12,,,52677.74
2035,47910.13,,,52677.74
2036,47688.14,,,51605.02
