year,Base case diesel consumed,Modeled non-residential ashp
2017,42838.4986388,32924.2224477
2018,43884.9603364,33970.6841453
2019,44931.422034,35017.1458429
2020,44931.422034,35017.1458429
2021,45977.8837317,36063.6075405
2022,47024.3454293,37110.0692382
2023,47024.3454293,37110.0692382
2024,48070.8071269,38156.5309358
2025,48070.8071269,38156.5309358
2026,49117.2688245,39202.9926334
2027,50163.7305221,40249.454331
2028,50163.7305221,40249.454331
2029,51210.1922198,41295.9160287
2030,53303.115615,43388.8394239
2031,53303.115615,43388.8394239
