year,Base case cost,Modeled non-residential energy efficiency
2017,305157.88231,313654.110433
2018,319967.329965,326819.36936
2019,340700.556682,345250.731857
2020,350770.981088,354203.107928
2021,357287.138056,359995.821855
2022,362618.539212,364735.315069
2023,366172.806649,367894.977212
2024,369134.69618,370528.028997
2025,372688.963617,373687.691139
2026,376835.608961,377373.963639
2027,380389.876398,380533.625781
2028,383351.765929,383166.677567
2029,386906.033366,386326.339709
2030,389275.544991,388432.781137
2031,394014.568241,392645.663994
