year,Base case diesel consumed,Modeled residential ashp
2017,79917.1221854,22434.1781586
2018,79917.1221854,22434.1781586
2019,77970.1402873,20487.1962605
2020,77970.1402873,20487.1962605
2021,77970.1402873,20487.1962605
2022,76023.1583891,18540.2143623
2023,76023.1583891,18540.2143623
2024,74076.1764909,16593.2324642
2025,74076.1764909,16593.2324642
2026,72129.1945928,14646.250566
2027,72129.1945928,14646.250566
2028,70182.2126946,12699.2686679
2029,70182.2126946,12699.2686679
2030,68235.2307965,10752.2867697
2031,66288.2488983,8805.30487155
