year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,55340.5753164,40952.0257341
2018,55340.5753164,40952.0257341
2019,55340.5753164,40952.0257341
2020,55340.5753164,40952.0257341
2021,55340.5753164,40952.0257341
2022,55340.5753164,40952.0257341
2023,55340.5753164,40952.0257341
2024,55340.5753164,40952.0257341
2025,55340.5753164,40952.0257341
2026,55340.5753164,40952.0257341
2027,55340.5753164,40952.0257341
2028,55340.5753164,40952.0257341
2029,55340.5753164,40952.0257341
2030,55340.5753164,40952.0257341
2031,55340.5753164,40952.0257341
