year,Base case diesel consumed,Modeled non-residential ashp
2017,79917.1221854,63314.9495739
2018,79917.1221854,63314.9495739
2019,77970.1402873,61367.9676757
2020,77970.1402873,61367.9676757
2021,77970.1402873,61367.9676757
2022,76023.1583891,59420.9857776
2023,76023.1583891,59420.9857776
2024,74076.1764909,57474.0038794
2025,74076.1764909,57474.0038794
2026,72129.1945928,55527.0219813
2027,72129.1945928,55527.0219813
2028,70182.2126946,53580.0400831
2029,70182.2126946,53580.0400831
2030,68235.2307965,51633.058185
2031,66288.2488983,49686.0762868
