year,Base case cost,Modeled non-residential energy efficiency
2017,502631.604372,455696.478506
2018,528327.866453,478596.620833
2019,563541.262637,509978.297355
2020,581623.817434,526093.212326
2021,593044.378359,536271.05336
2022,602561.512463,544752.587555
2023,608271.792925,549841.508072
2024,613982.073388,554930.428589
2025,619692.35385,560019.349106
2026,627306.061133,566804.576462
2027,633968.055006,572741.650399
2028,639678.335468,577830.570916
2029,646340.329341,583767.644852
2030,651098.896393,588008.41195
2031,658712.603676,594793.639306
